Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Van Leeuwen, M.P.C., Van der Weijden, F.A., Slot, D.E., Rosema, M.A.M.","42462608000; 6602878074; 16176381400; 56688675400","Toothbrush wear in relation to toothbrushing effectiveness",2019,"International Journal of Dental Hygiene",17,"1",,77,84,,,10.1111/idh.12370,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85056734364&partnerID=40&md5=e7d8b2f42a67ea0443f0d027ee62ca35",Article,Final,Open Access,Scopus,2-s2.0-85056734364
"Hervochon, R., Lisan, Q., Rubin, F.","57193821353; 56089260600; 55338706900","Recurrent black stains of the tongue and the teeth",2019,"European Annals of Otorhinolaryngology, Head and Neck Diseases",136,"1",,53,54,,,10.1016/j.anorl.2018.11.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85057436759&partnerID=40&md5=6d9307248e97c7d7f4d6b3eaad68f71b",Article,Final,,Scopus,2-s2.0-85057436759
"Valkenburg, C., Van der Weijden, F., Slot, D.E.","57191443242; 6602878074; 16176381400","Is plaque regrowth inhibited by dentifrice?: A systematic review and meta-analysis with trial sequential analysis",2019,"International Journal of Dental Hygiene",17,"1",,27,38,,1,10.1111/idh.12364,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85053886467&partnerID=40&md5=81836047fb45f9ef85e3c510a22d7d75",Review,Final,Open Access,Scopus,2-s2.0-85053886467
"Elkerbout, T.A., Slot, D.E., Van Loveren, C., Van der Weijden, G.A.","57189639912; 16176381400; 55830223400; 7006452895","Will a chlorhexidine-fluoride mouthwash reduce plaque and gingivitis?",2019,"International Journal of Dental Hygiene",17,"1",,3,15,,1,10.1111/idh.12329,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043333454&partnerID=40&md5=629712c03d848de6096c68b6c2485563",Review,Final,Open Access,Scopus,2-s2.0-85043333454
"Bossù, M., Saccucci, M., Salucci, A., Di Giorgio, G., Bruni, E., Uccelletti, D., Sarto, M.S., Familiari, G., Relucenti, M., Polimeni, A.","24821573100; 55902737600; 57202921122; 55798857200; 57195246519; 6603335950; 12140319900; 35514590400; 14011954100; 55018305300","Enamel remineralization and repair results of Biomimetic Hydroxyapatite toothpaste on deciduous teeth: An effective option to fluoride toothpaste",2019,"Journal of Nanobiotechnology",17,"1", 17,,,,1,10.1186/s12951-019-0454-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060515254&partnerID=40&md5=03bb480dc61e42d6a66c3be63e06da0d",Article,Final,Open Access,Scopus,2-s2.0-85060515254
"Kerr, R., Claman, D., Amini, H., Alexy, E., Kumar, A., Casamassimo, P.S.","57207048807; 57194547171; 8225995500; 57202574881; 7408038340; 7005511818","Evaluation of the Ability of Five- to 11-Year-Olds to Brush Their Teeth Effectively with Manual and Electric Toothbrushing",2019,"Pediatric dentistry",41,"1",,20,24,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062196459&partnerID=40&md5=5fdd0299e324dfcd5c5a242630962b41",Article,Final,,Scopus,2-s2.0-85062196459
"Zhang, S., Li, Y., Liu, J., Wang, W., Ito, L., Li, S.K.Y., Li, Y.","55938094900; 57205421911; 55938755600; 57205423287; 55657005800; 57205418722; 57207040904","Dental caries status of Lisu preschool children in Yunnan Province, China: A cross-sectional study",2019,"BMC Oral Health",19,"1", 17,,,,,10.1186/s12903-018-0708-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059940034&partnerID=40&md5=4c2493a05a9ae543aacbc17665bf720d",Article,Final,Open Access,Scopus,2-s2.0-85059940034
"Nammi, K., Starke, E.M., Ou, S.-S., Ward, M., Jenkins, W., Milleman, J.L., Milleman, K.R.","14830407200; 57192067260; 57208414737; 7403169037; 23094447900; 6507072428; 6504402218","The effects of use of a powered and a manual home oral hygiene regimen on plaque and gum health in an orthodontic population",2019,"Journal of Clinical Dentistry",30,"",,A1,A8,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064722822&partnerID=40&md5=9a49005d92b68b5806384762d87fb18d",Article,Final,,Scopus,2-s2.0-85064722822
"Ballini, A., Cantore, S., Fotopoulou, E.A., Georgakopoulos, I.P., Athanasiou, E., Bellos, D., Paduanelli, G., Saini, R., Dipalma, G., Inchingolo, F.","15070029400; 15070094000; 57206893204; 56269778800; 57206904353; 57206897264; 57188927152; 18435089400; 35226206200; 6507557288","Combined sea salt-based oral rinse with xylitol in orthodontic patients: Clinical and microbiological study",2019,"Journal of Biological Regulators and Homeostatic Agents",33,"1",,263,268,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062086182&partnerID=40&md5=e8e38c7e63163f1153b03b958b94f15a",Article,Final,,Scopus,2-s2.0-85062086182
"Ledder, R.G., Latimer, J., Forbes, S., Penney, J.L., Sreenivasan, P.K., McBain, A.J.","6508270110; 55221160300; 55220530100; 57208570153; 7003305710; 7003343482","Visualization and quantification of the oral hygiene effects of brushing, dentifrice use and brush wear using a tooth brushing simulator",2019,"Frontiers in Public Health",7,"APR", 91,,,,,10.3389/fpubh.2019.00091,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065125292&partnerID=40&md5=53422193b25f64a371b19eea5c4e8a95",Article,Final,Open Access,Scopus,2-s2.0-85065125292
"Vaishnavi Devi, B., Ganapathy, D., Selvaraj, A.","57203403206; 57188879082; 55501971900","Knowledge, awareness, and practice on brushing habits among adolescents in rural areas (Kanchipuram district)",2019,"Drug Invention Today",11,"2",,286,289,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064136225&partnerID=40&md5=9be8d7ccb9f83c5d2c82619d6e538e35",Article,Final,,Scopus,2-s2.0-85064136225
"Starke, E.M., Ward, M., Olson, M., Ou, S.-S., Milkman, K.R., Milkman, J.L., Jenkins, W.","57192067260; 7403169037; 57201913536; 57208414737; 57208735073; 56442756300; 23094447900","A randomized parallel study to compare the effects of powered and manual tooth brushing on gingival health and plaque",2019,"Journal of Clinical Dentistry",30,"",,A16,A23,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064722464&partnerID=40&md5=b1e17f0fb62539528d934b256f8ebe04",Article,Final,,Scopus,2-s2.0-85064722464
"Starke, E.M., Mwatha, A., Ward, M., Argosino, K., Jenkins, W., Milkman, J.L., Milleman, K.R.","57192067260; 6603011091; 7403169037; 57208412518; 23094447900; 56442756300; 6504402218","A comparison of the effects of a powered and manual toothbrush on gingivitis and plaque: A randomized parallel clinical trial",2019,"Journal of Clinical Dentistry",30,"",,A24,A29,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064722403&partnerID=40&md5=bbf018902ddb407025ce8d88e24e09ae",Article,Final,,Scopus,2-s2.0-85064722403
"Ahsan, H.","7005171554","Potential benefits of arginine formulation in oral health care products",2019,"Oral Science International",,"",,,,,,10.1002/osi2.1021,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85068901076&partnerID=40&md5=523d9c65b0e208ce8c7e2755b41c61c9",Review,Article in Press,,Scopus,2-s2.0-85068901076
"Sivakumar, P., Arjunkumar, R.","57208526259; 55988020700","Comparison of response to written vs visual hygiene instructions in orthodontic patients - A pilot study",2019,"International Journal of Clinical Dentistry",12,"2",,117,126,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065046409&partnerID=40&md5=763fa97a73c9c8d600c4356eaa9c290f",Article,Final,,Scopus,2-s2.0-85065046409
"Badar, S.B., Zafar, K., Ghafoor, R., Khan, F.R.","57190371723; 57195976075; 36738966000; 36187105200","Comparative evaluation of Chlorhexidine, Metronidazole and combination gels on gingivitis: A randomized clinical trial",2019,"International Journal of Surgery Protocols",14,"",,30,33,,,10.1016/j.isjp.2019.04.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063953475&partnerID=40&md5=aa02a2272d835c5bb2b6314f23b2b4ce",Article,Final,Open Access,Scopus,2-s2.0-85063953475
"de Carvalho, M.A.P., Flório, F.M., Pereira, S.A.S., Martin, A.C.A., Silveira, E.J.C., Saba-Chujfi, E.","57205664325; 7004023186; 56549499600; 57205661569; 57205662945; 6504413948","Efficacy of two different toothbrushes on plaque control: A randomized clinical study",2019,"Pesquisa Brasileira em Odontopediatria e Clinica Integrada",19,"1", e4305,,,,,10.4034/PBOCI.2019.191.05,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060981872&partnerID=40&md5=29625325d6ea78b6f28902233fcbd886",Article,Final,Open Access,Scopus,2-s2.0-85060981872
"Bavana Sri, S., Sarah Sathiyawathie, R., Gurunathan, D.","57208512067; 57208508785; 37028337600","A knowledge, attitude, and practices survey on periodontal awareness and knowledge among the orthodontic patients",2019,"Drug Invention Today",12,"3",,606,608,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85068165620&partnerID=40&md5=5e3c151e31afd4db18a6056f0b87d1e9",Article,Final,,Scopus,2-s2.0-85068165620
"González-Rubio Aguilar, P., Ávalos Arenas, V., Vega Gudiño, N.A., Moreno Herrera, S.D., Villa Guillén, M., Moyao-García, D., Fragoso Ríos, R., Cuairán Ruidíaz, V., Castro Díaz, A., De la Rosa Zamboni, D.","57209830586; 6505460465; 57209829712; 57209834931; 8582371800; 6602495967; 7801606922; 6506267667; 57209106102; 32867611800","The impact of tooth brushing versus tooth brushing and chlorhexidine application to avoid postoperative pneumonia in children",2019,"American Journal of Infection Control",,"",,,,,,10.1016/j.ajic.2019.05.018,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85068826081&partnerID=40&md5=7edcf7cf293cd2dbc564b34cf57cb0d0",Article,Article in Press,,Scopus,2-s2.0-85068826081
"Ramage, G., O’Donnell, L., Sherry, L., Culshaw, S., Bagg, J., Czesnikiewicz-Guzik, M., Brown, C., McKenzie, D., Cross, L., MacInnes, A., Bradshaw, D., Varghese, R., Gomez Pereira, P., Jose, A., Sanyal, S., Robertson, D.","6603849674; 57193495839; 55095748000; 57201739832; 57203616730; 11739188400; 57204479809; 7202304918; 7103098071; 57204476579; 7101615276; 57119255900; 57204476501; 24544386500; 57200533011; 24575034500","Impact of frequency of denture cleaning on microbial and clinical parameters–a bench to chairside approach",2019,"Journal of Oral Microbiology",11,"1", 1538437,,,,,10.1080/20002297.2018.1538437,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85055738632&partnerID=40&md5=7f312c41d6bb3c40c29245eb5e357e69",Article,Final,Open Access,Scopus,2-s2.0-85055738632
"Mirza, F., Argosino, K., Ward, M., Ou, S.-S., Milleman, K.R., Milleman, J.L.","57208412560; 57208412518; 7403169037; 57208414737; 6504402218; 6507072428","A comparison of the effect of two power toothbrushes on the reduction of gingival inflammation and supragingival plaque",2019,"Journal of Clinical Dentistry",30,"",,A9,A15,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064722244&partnerID=40&md5=75d93608138969d3e3a59d1923f43fb7",Article,Final,,Scopus,2-s2.0-85064722244
"Smith, A.J., Moretti, A.J., Brame, J., Wilder, R.S.","57209580960; 25722801800; 56298919300; 7103285389","Knowledge, attitudes and behaviours of patients regarding interdental deplaquing devices: A mixed-methods study",2019,"International Journal of Dental Hygiene",,"",,,,,,10.1111/idh.12410,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85068128628&partnerID=40&md5=036d508abb73d4cb116008662d45b671",Article,Article in Press,,Scopus,2-s2.0-85068128628
"Barbe, A.G., Kottmann, H.E., Derman, S.H.M., Noack, M.J.","57189460536; 57202020743; 55540211000; 7005499372","Efficacy of regular professional brushing by a dental nurse for 3 months in nursing home residents—A randomized, controlled clinical trial",2019,"International Journal of Dental Hygiene",,"",,,,,,10.1111/idh.12389,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061967965&partnerID=40&md5=c6f46cb9c02edc3dee09cebca0c813ea",Article,Article in Press,Open Access,Scopus,2-s2.0-85061967965
"Pyysalo, M.J., Mishra, P.P., Sundström, K., Lehtimäki, T., Karhunen, P.J., Pessi, T.","55798570900; 57204621363; 57205580716; 7006539182; 35479278600; 14023413700","Increased tooth brushing frequency is associated with reduced gingival pocket bacterial diversity in patients with intracranial aneurysms",2019,"PeerJ",2019,"1", e6316,,,,,10.7717/peerj.6316,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060644340&partnerID=40&md5=309c7045e77c67d6982d8b69de64d807",Article,Final,Open Access,Scopus,2-s2.0-85060644340
"Van Swaaij, B.W.M., van der Weijden, G.A.F., Bakker, E.W.P., Graziani, F., Slot, D.E.","57210264984; 7006452895; 7202451919; 36879606000; 16176381400","Does chlorhexidine mouthwash, with an anti-discoloration system, reduce tooth surface discoloration without losing its efficacy? A systematic review and meta-analysis",2019,"International Journal of Dental Hygiene",,"",,,,,,10.1111/idh.12402,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070071439&partnerID=40&md5=f65d7286fc11b7bf9a18d4d2ccc274d0",Review,Article in Press,,Scopus,2-s2.0-85070071439
"Suhaib, F., Saeed, A., Gul, H., Kaleem, M.","57200536641; 57200550276; 57200555786; 34768490000","Oral assessment of children with autism spectrum disorder in Rawalpindi, Pakistan",2019,"Autism",23,"1",,81,86,,1,10.1177/1362361317730299,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041574080&partnerID=40&md5=e08d2c9343f78f5157c171d6da8f6b78",Article,Final,,Scopus,2-s2.0-85041574080
"Thaweboon, S., Thaweboon, B.","8842349700; 8842349800","In Vitro Study of Streptococcus mutans Biofilm Formation on Vanillin-Incorporated Orthodontic PMMA Resin",2019,"Key Engineering Materials",801 KEM,"",,9,14,,,10.4028/www.scientific.net/KEM.801.9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070960126&partnerID=40&md5=e0cc0022483f2a0d5a1a3b495e9444db",Conference Paper,Final,,Scopus,2-s2.0-85070960126
"Vincent, S., Thomas, A.M.","57208900653; 56293607300","Fluoride levels in saliva and plaque following the use of high fluoride and conventional dentifrices- A triple blinded randomised parallel group trial",2019,"Scientific World Journal",2019,"", 1636209,,,,,10.1155/2019/1636209,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85066098660&partnerID=40&md5=a8c4359ecdae501bc499cff82cefa179",Article,Final,Open Access,Scopus,2-s2.0-85066098660
"Kim, C.S., Chui, S., Franc, J., Boehm, T.K.","57206778724; 57206777380; 57206780243; 12783498100","A manual bristleless toothbrush demonstrates slight improvement in gingival recession compared to a conventional soft manual brush",2019,"Oral Health and Preventive Dentistry",17,"1",,75,82,,,10.3290/j.ohpd.a41810,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061969584&partnerID=40&md5=27efa5e934aec5d52e3240f23b9aef2e",Article,Final,,Scopus,2-s2.0-85061969584
"Hamad, C., Haller, B., Hoffmann, T., Lorenz, K.","57205664175; 57203083399; 55674014700; 14045299200","Five-year results of nonsurgical treatment to manage severe generalized aggressive periodontitis",2019,"Quintessence International",50,"2",,104,113,,,10.3290/j.qi.a41667,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060986016&partnerID=40&md5=7188f32f1068845fc1eefee947928536",Article,Final,,Scopus,2-s2.0-85060986016
"Barreto, J.D.O., de Alencar-Silva, F.J., Oliveira, V.C., Silva-Lovato, C.H., Silva, P.G., Regis, R.R.","57205468063; 57205473138; 55753530800; 17346491900; 56117894100; 26635976700","The Effect of a Continuous Mechanical Polishing Protocol on Surface Roughness, Biofilm Adhesion, and Color Stability of Acrylic Resin Artificial Teeth",2019,"Journal of Prosthodontics",28,"1",,e110,e117,,1,10.1111/jopr.12925,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060148617&partnerID=40&md5=834ac4b85248cfd0f601eed48f9e61da",Article,Final,Open Access,Scopus,2-s2.0-85060148617
"Daly, S., Seong, J., Newcombe, R., Davies, M., Nicholson, J., Edwards, M., West, N.","57205150234; 54950445200; 35401240700; 7404207853; 55982880500; 57203800773; 7103330591","A randomised clinical trial to determine the effect of a toothpaste containing enzymes and proteins on gum health over 3 months",2019,"Journal of Dentistry",80,"",,S26,S32,,5,10.1016/j.jdent.2018.12.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85052742617&partnerID=40&md5=94d21af9e53047760c59f114cb4c5e93",Article,Final,Open Access,Scopus,2-s2.0-85052742617
"Revathi, B., Ganapathy, D., Gounder, R.","57202760533; 57188879082; 56381322900","Practice of oral hygiene among teenagers and young adults in Chennai",2019,"Drug Invention Today",11,"1",,244,246,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064130139&partnerID=40&md5=a9ccf5abfca32f07e0136e450ecf31f4",Article,Final,,Scopus,2-s2.0-85064130139
"Lunina, N.A., Velikaya, O.V.","57210299826; 6505517431","Prevention of chronic generalized periodontitis in patients with pulmonary infiltrative tuberculosis",2019,"Dusunen Adam",10,"1",,1537,1542,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070245157&partnerID=40&md5=93c0322ea9d065a822e5de27c944fec7",Article,Final,,Scopus,2-s2.0-85070245157
"Zanetti, F., Zhao, X., Pan, J., Peitsch, M.C., Hoeng, J., Ren, Y.","57190686878; 56668057800; 35975354900; 7006100183; 16202509100; 19934744100","Effects of cigarette smoke and tobacco heating aerosol on color stability of dental enamel, dentin, and composite resin restorations",2019,"Quintessence International",50,"2",,156,166,,1,10.3290/j.qi.a41601,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061007828&partnerID=40&md5=c66ba56f56e0a4970f18d98a5a538c49",Article,Final,,Scopus,2-s2.0-85061007828
"Priyamvara, A., Dey, A.K., Bagchi, A., Kelkar, R., Sharma, R.","57208408434; 56522397400; 57201738376; 57208924435; 56532818500","Importance of oral health in pregnancy: A mini-symposium",2019,"Current Women's Health Reviews",15,"3",,156,158,,,10.2174/1573404815666190107095920,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85066144098&partnerID=40&md5=61e875158337231024db900dc1040649",Review,Final,,Scopus,2-s2.0-85066144098
